,InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
967,536520,22557,PLASTERS IN TIN VINTAGE PAISLEY ,2,01-12-2010 12:43,1.65,14729.0,United Kingdom
968,536520,22906,12 MESSAGE CARDS WITH ENVELOPES,6,01-12-2010 12:43,1.65,14729.0,United Kingdom
969,536520,22754,SMALL RED BABUSHKA NOTEBOOK ,1,01-12-2010 12:43,0.85,14729.0,United Kingdom
970,536520,22938,CUPCAKE LACE PAPER SET 6,5,01-12-2010 12:43,1.95,14729.0,United Kingdom
971,536520,22812,PACK 3 BOXES CHRISTMAS PANNETONE,3,01-12-2010 12:43,1.95,14729.0,United Kingdom
972,536520,22919,HERB MARKER MINT,2,01-12-2010 12:43,0.65,14729.0,United Kingdom
973,536520,22917,HERB MARKER ROSEMARY,1,01-12-2010 12:43,0.65,14729.0,United Kingdom
974,536520,22920,HERB MARKER BASIL,3,01-12-2010 12:43,0.65,14729.0,United Kingdom
975,536520,22921,HERB MARKER CHIVES ,2,01-12-2010 12:43,0.65,14729.0,United Kingdom
976,536520,22918,HERB MARKER PARSLEY,2,01-12-2010 12:43,0.65,14729.0,United Kingdom
977,536520,22916,HERB MARKER THYME,1,01-12-2010 12:43,0.65,14729.0,United Kingdom
978,536520,85123A,WHITE HANGING HEART T LIGHT HOLDER,3,01-12-2010 12:43,2.95,14729.0,United Kingdom
979,536520,22575,METAL MERRY CHRISTMAS WREATH,1,01-12-2010 12:43,1.95,14729.0,United Kingdom
980,536520,21804,WHITE CHRISTMAS GARLAND STARS TREES,3,01-12-2010 12:43,3.75,14729.0,United Kingdom
981,536520,21584,RETROSPOT SMALL TUBE MATCHES,12,01-12-2010 12:43,1.65,14729.0,United Kingdom
982,536520,21588,RETROSPOT GIANT TUBE MATCHES,3,01-12-2010 12:43,2.55,14729.0,United Kingdom
983,536520,22152,PLACE SETTING WHITE STAR,12,01-12-2010 12:43,0.42,14729.0,United Kingdom
984,536520,22441,GROW YOUR OWN BASIL IN ENAMEL MUG,1,01-12-2010 12:43,2.1,14729.0,United Kingdom
985,536520,22955,36 FOIL STAR CAKE CASES ,2,01-12-2010 12:43,2.1,14729.0,United Kingdom
986,536520,22956,36 FOIL HEART CAKE CASES,2,01-12-2010 12:43,2.1,14729.0,United Kingdom
987,536520,22582,PACK OF 6 SWEETIE GIFT BOXES,2,01-12-2010 12:43,2.55,14729.0,United Kingdom
988,536520,22583,PACK OF 6 HANDBAG GIFT BOXES,3,01-12-2010 12:43,2.55,14729.0,United Kingdom
989,536520,22241,GARLAND WOODEN HAPPY EASTER,2,01-12-2010 12:43,1.25,14729.0,United Kingdom
990,536520,22904,CALENDAR PAPER CUT DESIGN,3,01-12-2010 12:43,2.95,14729.0,United Kingdom
991,536520,22905,CALENDAR IN SEASON DESIGN,2,01-12-2010 12:43,2.95,14729.0,United Kingdom
992,536520,22197,SMALL POPCORN HOLDER,3,01-12-2010 12:43,0.85,14729.0,United Kingdom
993,536520,22092,BLUE PAISLEY TISSUE BOX,1,01-12-2010 12:43,1.25,14729.0,United Kingdom
994,536520,22469,HEART OF WICKER SMALL,1,01-12-2010 12:43,1.65,14729.0,United Kingdom
995,536520,22100,SKULLS SQUARE TISSUE BOX,1,01-12-2010 12:43,1.25,14729.0,United Kingdom
996,536520,22096,PINK PAISLEY SQUARE TISSUE BOX ,1,01-12-2010 12:43,1.25,14729.0,United Kingdom
997,536520,22583,PACK OF 6 HANDBAG GIFT BOXES,1,01-12-2010 12:43,2.55,14729.0,United Kingdom
998,536520,21358,TOAST ITS   HAPPY BIRTHDAY,2,01-12-2010 12:43,1.25,14729.0,United Kingdom
